"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"MARUTI","EQ","16-Oct-2017","       7874.15","       7900.00","       7935.00","       7814.00","       7847.00","       7842.00","       7854.84","     502632","          3948095685.80","      58158","     275290","         54.77"
"MARUTI","EQ","17-Oct-2017","       7842.00","       7851.00","       7902.30","       7830.90","       7856.00","       7838.90","       7861.99","     304861","          2396813464.25","      29378","     135132","         44.33"
"MARUTI","EQ","18-Oct-2017","       7838.90","       7859.00","       7873.05","       7748.20","       7780.00","       7784.05","       7802.69","     489207","          3817131311.90","      45687","     171926","         35.14"
"MARUTI","EQ","19-Oct-2017","       7784.05","       7803.00","       7803.00","       7690.00","       7694.00","       7731.10","       7754.30","     115449","           895226478.50","      13032","      58460","         50.64"
"MARUTI","EQ","23-Oct-2017","       7731.10","       7748.80","       7860.00","       7714.00","       7859.00","       7818.50","       7769.78","     471496","          3663420846.20","      60700","     237896","         50.46"
"MARUTI","EQ","24-Oct-2017","       7818.50","       7865.30","       7932.20","       7841.60","       7875.00","       7875.00","       7888.17","     354257","          2794441066.65","      41502","     155480","         43.89"
"MARUTI","EQ","25-Oct-2017","       7875.00","       7930.00","       7945.00","       7810.30","       7855.10","       7870.20","       7870.86","     254379","          2002181670.20","      34624","     125543","         49.35"
"MARUTI","EQ","26-Oct-2017","       7870.20","       7900.00","       8086.00","       7866.20","       8063.60","       8068.05","       8006.01","     684763","          5482222450.50","      67778","     305073","         44.55"
"MARUTI","EQ","27-Oct-2017","       8068.05","       8123.95","       8240.00","       8062.60","       8101.20","       8114.45","       8173.53","    1201080","          9817058884.75","      93252","     276626","         23.03"
"MARUTI","EQ","30-Oct-2017","       8114.45","       8200.00","       8279.00","       8163.30","       8195.00","       8195.25","       8228.63","     726605","          5978960903.35","      74718","     425517","         58.56"
"MARUTI","EQ","31-Oct-2017","       8195.25","       8195.00","       8226.50","       8167.20","       8220.00","       8211.25","       8203.57","     318652","          2614085103.90","      42480","     160128","         50.25"
"MARUTI","EQ","01-Nov-2017","       8211.25","       8251.00","       8256.45","       8160.00","       8246.00","       8238.40","       8211.73","     631375","          5184682776.15","      64104","     374692","         59.35"
"MARUTI","EQ","02-Nov-2017","       8238.40","       8250.00","       8273.95","       8201.00","       8227.60","       8225.80","       8232.59","     247753","          2039647678.70","      29360","     143780","         58.03"
"MARUTI","EQ","03-Nov-2017","       8225.80","       8235.00","       8242.90","       8175.00","       8220.00","       8219.40","       8211.87","     288916","          2372539982.60","      28858","     162490","         56.24"
"MARUTI","EQ","06-Nov-2017","       8219.40","       8209.50","       8370.55","       8199.35","       8305.00","       8310.20","       8311.45","     392588","          3262975798.95","      53195","     179650","         45.76"
"MARUTI","EQ","07-Nov-2017","       8310.20","       8348.00","       8348.00","       8210.00","       8218.00","       8220.30","       8258.42","     348296","          2876376265.50","      38541","     196157","         56.32"
"MARUTI","EQ","08-Nov-2017","       8220.30","       8218.00","       8285.05","       8204.90","       8250.00","       8232.00","       8238.43","     199176","          1640897076.45","      35425","      98912","         49.66"
"MARUTI","EQ","09-Nov-2017","       8232.00","       8273.70","       8273.70","       8148.70","       8230.00","       8204.80","       8207.20","     442672","          3633096642.30","      52502","     279558","         63.15"
"MARUTI","EQ","10-Nov-2017","       8204.80","       8198.80","       8234.90","       8111.05","       8198.60","       8183.50","       8184.39","     351694","          2878402106.40","      36501","     185404","         52.72"
"MARUTI","EQ","13-Nov-2017","       8183.50","       8185.00","       8219.05","       8080.00","       8105.00","       8109.20","       8150.26","     181361","          1478140060.55","      25071","      78619","         43.35"
"MARUTI","EQ","14-Nov-2017","       8109.20","       8129.00","       8186.00","       8109.00","       8130.05","       8122.95","       8145.31","     237427","          1933915506.30","      39671","     140229","         59.06"
"MARUTI","EQ","15-Nov-2017","       8122.95","       8100.00","       8180.00","       8087.00","       8139.00","       8127.25","       8132.61","     275441","          2240053456.20","      34870","     148486","         53.91"
"MARUTI","EQ","16-Nov-2017","       8127.25","       8130.00","       8234.85","       8129.25","       8188.00","       8163.70","       8178.27","     321844","          2632126894.75","      36729","     137760","         42.80"
"MARUTI","EQ","17-Nov-2017","       8163.70","       8218.00","       8362.45","       8218.00","       8337.00","       8348.35","       8297.68","     419255","          3478845719.25","      40095","     168406","         40.17"
"MARUTI","EQ","20-Nov-2017","       8348.35","       8377.00","       8449.00","       8350.00","       8439.90","       8425.65","       8411.14","     372037","          3129256520.05","      45047","     168026","         45.16"
"MARUTI","EQ","21-Nov-2017","       8425.65","       8446.00","       8449.45","       8401.00","       8425.00","       8424.80","       8423.36","     255180","          2149473720.95","      45061","     163658","         64.13"
"MARUTI","EQ","22-Nov-2017","       8424.80","       8448.00","       8525.00","       8444.00","       8517.00","       8513.15","       8487.13","     383442","          3254322661.90","      37823","     208271","         54.32"
"MARUTI","EQ","23-Nov-2017","       8513.15","       8512.00","       8519.00","       8443.50","       8456.00","       8463.40","       8483.14","     289808","          2458482404.45","      31433","     166123","         57.32"
"MARUTI","EQ","24-Nov-2017","       8463.40","       8463.40","       8540.00","       8463.40","       8485.25","       8487.95","       8502.23","     343432","          2919936481.90","      38999","     165459","         48.18"
"MARUTI","EQ","27-Nov-2017","       8487.95","       8486.00","       8524.20","       8445.00","       8511.00","       8508.60","       8485.46","     172254","          1461655073.75","      27035","      78183","         45.39"
"MARUTI","EQ","28-Nov-2017","       8508.60","       8490.60","       8658.00","       8476.05","       8627.00","       8624.15","       8603.03","     456041","          3923334848.00","      44156","     198488","         43.52"
"MARUTI","EQ","29-Nov-2017","       8624.15","       8649.00","       8696.00","       8576.00","       8670.00","       8671.35","       8621.32","     382984","          3301825763.60","      40703","     227852","         59.49"
"MARUTI","EQ","30-Nov-2017","       8671.35","       8650.00","       8676.00","       8575.00","       8595.00","       8599.10","       8612.19","     582023","          5012491441.65","      61073","     369336","         63.46"
"MARUTI","EQ","01-Dec-2017","       8599.10","       8660.00","       8695.00","       8593.00","       8615.00","       8609.00","       8646.25","     436589","          3774856327.50","      35601","     155494","         35.62"
"MARUTI","EQ","04-Dec-2017","       8609.00","       8659.75","       8659.95","       8480.55","       8510.00","       8500.80","       8541.44","     242191","          2068660173.60","      33504","      94460","         39.00"
"MARUTI","EQ","05-Dec-2017","       8500.80","       8519.95","       8554.95","       8476.50","       8500.00","       8500.40","       8510.00","     213998","          1821122204.15","      24230","      83269","         38.91"
"MARUTI","EQ","06-Dec-2017","       8500.40","       8494.00","       8638.75","       8450.05","       8617.00","       8612.40","       8545.60","     420876","          3596639628.95","      40290","     234855","         55.80"
"MARUTI","EQ","07-Dec-2017","       8612.40","       8615.90","       8988.25","       8614.55","       8900.00","       8882.40","       8793.19","     834850","          7340994603.60","      70927","     380028","         45.52"
"MARUTI","EQ","08-Dec-2017","       8882.40","       8929.80","       9119.00","       8899.00","       9064.90","       9042.25","       9050.19","    1006694","          9110772379.80","      90359","     303983","         30.20"
"MARUTI","EQ","11-Dec-2017","       9042.25","       9108.00","       9167.00","       9089.75","       9145.00","       9133.80","       9121.82","     564023","          5144917118.90","      50800","     261335","         46.33"
"MARUTI","EQ","12-Dec-2017","       9133.80","       9150.00","       9218.50","       9100.00","       9126.20","       9131.35","       9156.37","     491488","          4500248434.80","      53060","     168868","         34.36"
"MARUTI","EQ","13-Dec-2017","       9131.35","       9091.00","       9176.00","       9075.00","       9130.10","       9120.65","       9122.37","     446829","          4076138628.25","      52453","     191262","         42.80"
"MARUTI","EQ","14-Dec-2017","       9120.65","       9127.00","       9146.80","       9046.00","       9132.00","       9112.75","       9091.86","     655484","          5959570660.35","      51393","     237211","         36.19"
"MARUTI","EQ","15-Dec-2017","       9112.75","       9170.00","       9236.30","       9147.30","       9150.00","       9165.90","       9179.96","     620495","          5696122041.10","      88978","     361065","         58.19"
"MARUTI","EQ","18-Dec-2017","       9165.90","       9110.00","       9344.00","       8990.15","       9313.95","       9309.10","       9221.68","     658668","          6074024968.65","      77589","     296443","         45.01"
"MARUTI","EQ","19-Dec-2017","       9309.10","       9345.00","       9858.00","       9326.00","       9846.00","       9801.50","       9603.52","    1275759","         12251774244.45","     113969","     369478","         28.96"
"MARUTI","EQ","20-Dec-2017","       9801.50","       9966.00","       9996.40","       9700.25","       9755.40","       9733.90","       9848.56","    1216280","         11978607066.35","     127449","     325474","         26.76"
"MARUTI","EQ","21-Dec-2017","       9733.90","       9788.00","       9817.40","       9610.05","       9621.00","       9631.05","       9670.56","     849633","          8216425577.55","      87710","     458426","         53.96"
"MARUTI","EQ","22-Dec-2017","       9631.05","       9665.00","       9824.80","       9605.00","       9700.00","       9700.00","       9722.76","     814330","          7917535052.05","      85605","     164894","         20.25"
"MARUTI","EQ","26-Dec-2017","       9700.00","       9741.00","       9765.00","       9616.20","       9678.00","       9679.00","       9681.71","     542587","          5253172153.05","      53215","     199017","         36.68"
"MARUTI","EQ","27-Dec-2017","       9679.00","       9694.00","       9750.70","       9629.10","       9633.00","       9644.10","       9688.52","     402886","          3903367073.55","      41249","     160416","         39.82"
"MARUTI","EQ","28-Dec-2017","       9644.10","       9693.50","       9693.50","       9615.80","       9641.00","       9629.20","       9641.70","     659995","          6363470665.35","      47922","     271790","         41.18"
"MARUTI","EQ","29-Dec-2017","       9629.20","       9659.00","       9769.00","       9650.00","       9735.30","       9729.55","       9717.74","     471554","          4582438133.60","      41973","     134352","         28.49"
"MARUTI","EQ","01-Jan-2018","       9729.55","       9749.00","       9789.00","       9629.80","       9644.00","       9651.90","       9708.58","     426354","          4139291259.90","      37440","     119356","         27.99"
"MARUTI","EQ","02-Jan-2018","       9651.90","       9699.00","       9718.60","       9525.00","       9562.00","       9554.05","       9595.64","     451227","          4329811183.55","      61125","     175478","         38.89"
"MARUTI","EQ","03-Jan-2018","       9554.05","       9597.00","       9598.00","       9402.00","       9420.00","       9416.60","       9473.05","     658281","          6235928501.70","     106581","     375445","         57.03"
"MARUTI","EQ","04-Jan-2018","       9416.60","       9450.00","       9488.00","       9367.20","       9393.35","       9386.25","       9414.19","     562919","          5299426703.70","      65015","     322077","         57.22"
"MARUTI","EQ","05-Jan-2018","       9386.25","       9458.00","       9532.00","       9412.55","       9448.70","       9433.85","       9467.87","     732512","          6935329131.25","      54879","     373095","         50.93"
"MARUTI","EQ","08-Jan-2018","       9433.85","       9488.00","       9495.00","       9425.00","       9432.00","       9448.95","       9454.08","     294549","          2784691187.85","      49765","     144447","         49.04"
"MARUTI","EQ","09-Jan-2018","       9448.95","       9464.80","       9491.45","       9361.00","       9385.10","       9383.55","       9404.84","     427590","          4021414257.70","      54413","     224410","         52.48"
"MARUTI","EQ","10-Jan-2018","       9383.55","       9387.80","       9454.85","       9315.90","       9375.00","       9375.85","       9391.06","     394826","          3707834529.90","      43035","     149235","         37.80"
"MARUTI","EQ","11-Jan-2018","       9375.85","       9410.00","       9430.00","       9326.00","       9333.65","       9339.80","       9369.98","     369158","          3459003400.85","      64488","     171587","         46.48"
"MARUTI","EQ","12-Jan-2018","       9339.80","       9387.00","       9494.75","       9355.10","       9460.00","       9459.15","       9434.22","     685141","          6463770956.20","      78642","     219721","         32.07"
"MARUTI","EQ","15-Jan-2018","       9459.15","       9499.95","       9508.55","       9340.00","       9352.00","       9358.45","       9399.27","     385462","          3623062630.30","      61177","     186997","         48.51"
"MARUTI","EQ","16-Jan-2018","       9358.45","       9371.00","       9408.65","       9300.00","       9323.30","       9322.05","       9339.32","     364816","          3407133763.20","      55695","     176929","         48.50"
"MARUTI","EQ","17-Jan-2018","       9322.05","       9316.00","       9368.80","       9256.00","       9316.00","       9313.90","       9313.66","     390461","          3636621749.00","      50530","     192317","         49.25"
"MARUTI","EQ","18-Jan-2018","       9313.90","       9350.00","       9518.90","       9332.00","       9360.00","       9368.70","       9423.35","     686971","          6473564967.25","      77350","     264322","         38.48"
"MARUTI","EQ","19-Jan-2018","       9368.70","       9325.00","       9396.00","       9282.00","       9335.00","       9323.95","       9325.82","     542339","          5057756683.00","      54917","     210313","         38.78"
"MARUTI","EQ","22-Jan-2018","       9323.95","       9349.00","       9356.75","       9271.60","       9316.00","       9310.10","       9302.60","     454188","          4225130878.00","      51211","     276102","         60.79"
"MARUTI","EQ","23-Jan-2018","       9310.10","       9347.00","       9429.30","       9290.00","       9405.00","       9393.40","       9361.77","     561948","          5260829481.75","      63992","     265348","         47.22"
"MARUTI","EQ","24-Jan-2018","       9393.40","       9419.00","       9519.95","       9340.45","       9431.00","       9434.95","       9453.29","     568489","          5374093001.50","      55283","     231918","         40.80"
"MARUTI","EQ","25-Jan-2018","       9434.95","       9485.00","       9485.00","       9250.00","       9299.90","       9278.20","       9360.69","     705224","          6601380856.75","      93277","     269164","         38.17"
"MARUTI","EQ","29-Jan-2018","       9278.20","       9481.00","       9714.00","       9461.00","       9612.45","       9630.70","       9613.06","    1546624","         14867796305.10","     153005","     669561","         43.29"
"MARUTI","EQ","30-Jan-2018","       9630.70","       9620.00","       9675.50","       9550.00","       9569.80","       9571.55","       9611.01","     573988","          5516606062.95","      84126","     227058","         39.56"
"MARUTI","EQ","31-Jan-2018","       9571.55","       9558.05","       9585.00","       9458.90","       9500.00","       9509.70","       9524.06","     462650","          4406304638.55","      56342","     229961","         49.71"
"MARUTI","EQ","01-Feb-2018","       9509.70","       9545.00","       9563.70","       9312.00","       9389.00","       9401.85","       9446.91","     550971","          5204971689.50","      66405","     204521","         37.12"
"MARUTI","EQ","02-Feb-2018","       9401.85","       9359.00","       9359.00","       8940.00","       8990.60","       8990.60","       9108.42","     984189","          8964408095.00","     114727","     475759","         48.34"
"MARUTI","EQ","05-Feb-2018","       8990.60","       8850.15","       9120.00","       8688.00","       9118.90","       9080.60","       8969.13","     651062","          5839460119.50","      94033","     219393","         33.70"
"MARUTI","EQ","06-Feb-2018","       9080.60","       8700.00","       9113.50","       8661.60","       9015.00","       8984.60","       8888.85","     840339","          7469648791.05","      98644","     307541","         36.60"
"MARUTI","EQ","07-Feb-2018","       8984.60","       9170.00","       9170.00","       8873.00","       8885.20","       8921.80","       9029.42","     509440","          4599947565.05","      73755","     198554","         38.97"
"MARUTI","EQ","08-Feb-2018","       8921.80","       8988.90","       9060.00","       8915.00","       9040.00","       9030.70","       9016.30","     465683","          4198736652.15","      57917","     184344","         39.59"
"MARUTI","EQ","09-Feb-2018","       9030.70","       8906.00","       8986.55","       8870.00","       8940.00","       8936.10","       8943.68","     364892","          3263478454.95","      56541","     162179","         44.45"
"MARUTI","EQ","12-Feb-2018","       8936.10","       8960.00","       9150.00","       8960.00","       9099.50","       9117.85","       9072.79","     408523","          3706443932.85","      51209","     135321","         33.12"
"MARUTI","EQ","14-Feb-2018","       9117.85","       9149.90","       9157.50","       8986.00","       8992.00","       9001.60","       9069.53","     357737","          3244507012.70","      36057","     146088","         40.84"
"MARUTI","EQ","15-Feb-2018","       9001.60","       9049.00","       9090.00","       9001.00","       9021.00","       9020.25","       9042.07","     250781","          2267579838.55","      31051","      72204","         28.79"
"MARUTI","EQ","16-Feb-2018","       9020.25","       9039.90","       9070.00","       8806.85","       8848.00","       8836.95","       8896.11","     632659","          5628202393.05","      66036","     284269","         44.93"
"MARUTI","EQ","19-Feb-2018","       8836.95","       8856.00","       8865.85","       8691.65","       8734.00","       8724.85","       8754.02","     436138","          3817961734.00","      66470","     185048","         42.43"
"MARUTI","EQ","20-Feb-2018","       8724.85","       8745.00","       8768.95","       8650.00","       8715.00","       8722.65","       8702.71","     517802","          4506282849.40","      62723","     237029","         45.78"
"MARUTI","EQ","21-Feb-2018","       8722.65","       8771.00","       8795.00","       8708.20","       8779.00","       8782.75","       8756.38","     471756","          4130873219.95","      48956","     240949","         51.07"
"MARUTI","EQ","22-Feb-2018","       8782.75","       8769.00","       8769.00","       8601.50","       8624.95","       8634.05","       8675.34","     638857","          5542304256.50","      63126","     375124","         58.72"
"MARUTI","EQ","23-Feb-2018","       8634.05","       8665.00","       8738.95","       8655.05","       8706.00","       8698.80","       8703.19","     567960","          4943066141.55","      60544","     325690","         57.34"
"MARUTI","EQ","26-Feb-2018","       8698.80","       8758.00","       9055.00","       8750.05","       9050.00","       9005.35","       8885.19","     869374","          7724549757.15","      86734","     445840","         51.28"
"MARUTI","EQ","27-Feb-2018","       9005.35","       9093.00","       9114.95","       8872.60","       8889.00","       8891.20","       8979.17","     684609","          6147221395.00","      75237","     259715","         37.94"
"MARUTI","EQ","28-Feb-2018","       8891.20","       8870.00","       8934.00","       8772.00","       8854.00","       8850.95","       8857.66","     680125","          6024319219.35","      78550","     325306","         47.83"
"MARUTI","EQ","01-Mar-2018","       8850.95","       8874.00","       8936.05","       8811.35","       8875.20","       8873.45","       8874.72","     609369","          5407981971.70","      57421","     250904","         41.17"
"MARUTI","EQ","05-Mar-2018","       8873.45","       8867.00","       8867.00","       8775.00","       8800.90","       8795.10","       8815.67","     388180","          3422067060.40","      54455","     203811","         52.50"
"MARUTI","EQ","06-Mar-2018","       8795.10","       8855.55","       8885.00","       8600.00","       8621.80","       8616.50","       8763.87","     543686","          4764795688.80","      65967","     276688","         50.89"
"MARUTI","EQ","07-Mar-2018","       8616.50","       8621.80","       8713.85","       8552.00","       8695.00","       8679.10","       8652.76","     598715","          5180538685.55","      67299","     267461","         44.67"
"MARUTI","EQ","08-Mar-2018","       8679.10","       8700.20","       8775.00","       8651.00","       8725.20","       8729.35","       8719.51","     533856","          4654964405.20","      75601","     224520","         42.06"
"MARUTI","EQ","09-Mar-2018","       8729.35","       8760.00","       8774.00","       8650.00","       8676.90","       8660.60","       8707.51","     323450","          2816444505.35","      42682","     128267","         39.66"
"MARUTI","EQ","12-Mar-2018","       8660.60","       8719.00","       8826.80","       8681.10","       8815.00","       8810.30","       8754.34","     438339","          3837368675.90","      57071","     203138","         46.34"
"MARUTI","EQ","13-Mar-2018","       8810.30","       8810.00","       8848.00","       8691.00","       8760.00","       8756.05","       8753.68","     521943","          4568924440.65","      63425","     219674","         42.09"
"MARUTI","EQ","14-Mar-2018","       8756.05","       8735.00","       8874.00","       8725.05","       8850.00","       8846.30","       8796.27","     411769","          3622032545.95","      36105","     142939","         34.71"
"MARUTI","EQ","15-Mar-2018","       8846.30","       8839.90","       8875.00","       8800.95","       8819.80","       8837.55","       8835.80","     313431","          2769415105.75","      39119","     108788","         34.71"
"MARUTI","EQ","16-Mar-2018","       8837.55","       8869.00","       8869.00","       8649.40","       8692.00","       8676.55","       8724.13","     622932","          5434537851.90","      78294","     383071","         61.49"
"MARUTI","EQ","19-Mar-2018","       8676.55","       8711.50","       8800.00","       8703.55","       8768.75","       8773.50","       8756.26","     571830","          5007090606.75","      84389","     318933","         55.77"
"MARUTI","EQ","20-Mar-2018","       8773.50","       8764.45","       8845.50","       8735.00","       8809.00","       8802.40","       8798.05","     408924","          3597733808.65","      47220","     196663","         48.09"
"MARUTI","EQ","21-Mar-2018","       8802.40","       8839.90","       8945.00","       8825.05","       8870.00","       8874.65","       8900.34","     516020","          4592755850.95","      75934","     239650","         46.44"
"MARUTI","EQ","22-Mar-2018","       8874.65","       8870.00","       8910.50","       8684.40","       8694.00","       8696.55","       8785.75","     471749","          4144668071.65","      65846","     218647","         46.35"
"MARUTI","EQ","23-Mar-2018","       8696.55","       8612.55","       8640.50","       8542.10","       8590.00","       8607.25","       8599.85","     644482","          5542448606.80","      68284","     355558","         55.17"
"MARUTI","EQ","26-Mar-2018","       8607.25","       8607.00","       8798.00","       8605.00","       8773.00","       8765.30","       8717.28","     447858","          3904102884.40","      63469","     186710","         41.69"
"MARUTI","EQ","27-Mar-2018","       8765.30","       8815.00","       8887.00","       8767.15","       8855.00","       8852.30","       8835.89","     423455","          3741602576.15","      48066","     146170","         34.52"
"MARUTI","EQ","28-Mar-2018","       8852.30","       8812.00","       9084.00","       8801.00","       8854.00","       8861.10","       8934.72","    1194227","         10670085393.10","     139727","     464913","         38.93"
"MARUTI","EQ","02-Apr-2018","       8861.10","       8990.00","       9088.00","       8953.25","       9015.00","       9008.20","       9023.67","     552649","          4986920471.95","      72289","     255418","         46.22"
"MARUTI","EQ","03-Apr-2018","       9008.20","       9008.95","       9060.00","       8955.00","       9022.00","       9026.45","       9007.49","     339709","          3059925390.95","      40301","     119707","         35.24"
"MARUTI","EQ","04-Apr-2018","       9026.45","       9078.00","       9149.40","       8980.60","       9011.00","       9013.50","       9080.88","     488280","          4434013857.05","      49912","     146299","         29.96"
"MARUTI","EQ","05-Apr-2018","       9013.50","       9050.00","       9157.65","       9050.00","       9116.80","       9132.60","       9112.90","     236956","          2159356649.75","      28727","      76031","         32.09"
"MARUTI","EQ","06-Apr-2018","       9132.60","       9165.00","       9230.00","       9042.55","       9195.00","       9206.20","       9119.91","     429514","          3917129893.85","      40778","     162097","         37.74"
"MARUTI","EQ","09-Apr-2018","       9206.20","       9220.00","       9308.15","       9184.70","       9304.00","       9292.65","       9274.91","     426170","          3952690359.40","      46131","     175623","         41.21"
"MARUTI","EQ","10-Apr-2018","       9292.65","       9290.00","       9315.45","       9239.00","       9253.00","       9273.45","       9276.95","     299119","          2774912786.35","      39329","     101814","         34.04"
"MARUTI","EQ","11-Apr-2018","       9273.45","       9290.00","       9350.00","       9208.55","       9294.00","       9302.50","       9289.43","     318010","          2954131698.80","      43880","      93730","         29.47"
"MARUTI","EQ","12-Apr-2018","       9302.50","       9290.00","       9290.00","       9181.10","       9202.45","       9204.45","       9229.75","     300797","          2776281391.05","      46854","     138743","         46.13"
"MARUTI","EQ","13-Apr-2018","       9204.45","       9267.00","       9267.00","       9106.25","       9126.00","       9123.95","       9168.37","     366224","          3357678882.20","      43992","     133488","         36.45"
